Species,MaxTreeHeight,DBH,parameter,ll,l,m,h,hh,Sg_effect,Incertitude
Eperua falcata,39.8820458504753,10-25,O,-6.454697,-5.760635,-4.750145,-3.7796674999999995,-3.0407409999999997,TRUE,3.4139560000000007
Eperua falcata,39.8820458504753,10-25,gamma,-12.99147,-11.541725,-9.993605,-8.4812875,-7.1414599999999995,NA,5.85001
Eperua falcata,39.8820458504753,10-25,tau,0.07809307999999976,0.74812675,1.5069249999999998,2.2634724999999998,2.95936,TRUE,2.8812669200000003
Eperua falcata,39.8820458504753,>25,a,-0.2251597,-0.137568,-0.0599194,-0.019435575,-0.006176363999999998,NA,0.218983336
Eperua falcata,39.8820458504753,>25,O,-3.733003,-1.7478675,-0.7391030000000001,-0.32419,-0.12200409999999992,TRUE,3.6109989000000002
Eperua falcata,39.8820458504753,>25,gamma,-12.95241,-11.7426,-10.3813,-9.0936725,-7.953693999999999,NA,4.998716000000002
Eperua falcata,39.8820458504753,>25,tau,0.5280464,1.07961,1.7291699999999999,2.3931275000000003,2.9958930000000006,TRUE,2.4678466000000006
Eschweilera congestiflora,42.0697831610436,1-3,a,-0.134323,-0.0676742,-0.0329496,-0.015344449999999999,-0.006120977,NA,0.128202023
Eschweilera congestiflora,42.0697831610436,1-3,O,-4.976504,-4.123537499999999,-3.438355,-2.2357575,-1.081518,TRUE,3.8949860000000003
Eschweilera congestiflora,42.0697831610436,1-3,gamma,-2.1891740000000004,-1.5732575,-0.947942,-0.14673375,0.6139493000000005,NA,2.803123300000001
Eschweilera congestiflora,42.0697831610436,1-3,tau,-3.302332,-2.885885,-2.4481,-2.10955,-1.7414679999999998,TRUE,1.560864
Eschweilera congestiflora,42.0697831610436,3-10,a,-0.2430101,-0.15510200000000002,-0.08401225000000001,-0.039820675,-0.017009319999999998,NA,0.22600078
Eschweilera congestiflora,42.0697831610436,3-10,O,-3.974111,-3.2875725,-2.73018,-1.89655,-0.9721739999999999,TRUE,3.0019370000000003
Eschweilera congestiflora,42.0697831610436,3-10,gamma,-1.8944640000000001,-0.60555525,0.883594,2.4279925,3.872272,NA,5.766736
Eschweilera congestiflora,42.0697831610436,3-10,tau,-5.19999,-4.39999,-3.554035,-2.7245324999999996,-2.033654999999999,TRUE,3.1663350000000006
Eschweilera congestiflora,42.0697831610436,10-25,a,-0.1988671,-0.14457775,-0.0931343,-0.046294275,-0.014683489999999988,NA,0.18418361
Eschweilera congestiflora,42.0697831610436,10-25,O,-2.238587,-1.3822425,-0.8091155,-0.3929525,-0.1616264999999999,TRUE,2.0769605
Eschweilera congestiflora,42.0697831610436,10-25,gamma,-3.299048,-1.870045,-0.17784149999999999,1.5240525,3.131068000000001,NA,6.430116000000001
Eschweilera congestiflora,42.0697831610436,10-25,tau,-5.00318,-4.092619999999999,-3.12204,-2.1562624999999995,-1.345612,TRUE,3.6575680000000004
Eschweilera congestiflora,42.0697831610436,>25,a,-0.4279053,-0.2635585,-0.12946000000000002,-0.04538775,-0.013763409999999997,NA,0.41414189
Eschweilera congestiflora,42.0697831610436,>25,O,-3.375776,-1.6923749999999997,-0.953859,-0.52182225,-0.231074,TRUE,3.144702
Eschweilera congestiflora,42.0697831610436,>25,gamma,-5.328482000000001,-3.9993425,-2.447175,-0.838575,0.7999064000000007,NA,6.128388400000002
Eschweilera congestiflora,42.0697831610436,>25,tau,-3.288428,-2.393745,-1.48295,-0.62433725,0.0878216100000001,FALSE,3.3762496100000003
Eschweilera coriacea,35.6831324024039,1-3,a,-0.0469645,-0.029010025,-0.01458425,-0.0059096224999999995,-0.002258230999999999,NA,0.044706269
Eschweilera coriacea,35.6831324024039,1-3,O,-6.490697,-5.81658,-4.84879,-3.6015149999999996,-1.9482329999999974,FALSE,4.5424640000000025
Eschweilera coriacea,35.6831324024039,1-3,gamma,-6.239172000000001,-5.818445,-5.316015,-4.7967675000000005,-4.340311,NA,1.898861000000001
Eschweilera coriacea,35.6831324024039,1-3,tau,-0.1395067,0.10496250000000001,0.3789095,0.650885,0.8672010000000002,FALSE,1.0067077000000002
Eschweilera coriacea,35.6831324024039,3-10,a,-0.053161660000000006,-0.032776375,-0.01739955,-0.007986985,-0.003260000999999996,NA,0.04990165900000001
Eschweilera coriacea,35.6831324024039,3-10,O,-6.120443,-5.1839625,-4.152604999999999,-3.3178324999999997,-2.151889,FALSE,3.9685539999999997
Eschweilera coriacea,35.6831324024039,3-10,gamma,-5.064941999999999,-4.6242225,-4.12862,-3.6206750000000003,-3.179635,NA,1.8853069999999992
Eschweilera coriacea,35.6831324024039,3-10,tau,-0.32942150000000003,-0.093957525,0.1760815,0.43608525,0.6676849,FALSE,0.9971064000000001
Eschweilera coriacea,35.6831324024039,10-25,a,-0.03933361000000001,-0.0236529,-0.01220235,-0.00558935,-0.0024476539999999975,NA,0.03688595600000001
Eschweilera coriacea,35.6831324024039,10-25,O,-5.9272160000000005,-4.6004825,-3.254095,-2.296535,-1.366499999999999,FALSE,4.560716000000001
Eschweilera coriacea,35.6831324024039,10-25,gamma,-6.091783,-5.7476625,-5.351545,-4.9501425,-4.592258999999999,NA,1.499524000000001
Eschweilera coriacea,35.6831324024039,10-25,tau,0.5071565,0.6917070000000001,0.902197,1.1026574999999998,1.2912530000000002,TRUE,0.7840965000000002
Eschweilera coriacea,35.6831324024039,>25,a,-0.19530070000000002,-0.14358325,-0.08941384999999999,-0.044300450000000005,-0.022107329999999994,NA,0.17319337
Eschweilera coriacea,35.6831324024039,>25,O,-4.5944009999999995,-3.0883375,-2.2702299999999997,-1.8797875,-1.6314950000000001,TRUE,2.9629059999999994
Eschweilera coriacea,35.6831324024039,>25,gamma,-5.54864,-5.071182500000001,-4.550425000000001,-4.063725,-3.5925369999999996,NA,1.9561030000000001
Eschweilera coriacea,35.6831324024039,>25,tau,0.4067262,0.6428855,0.890652,1.1435425,1.385081,TRUE,0.9783548
Eschweilera sagotiana,39.2410392530296,1-3,a,-0.138366,-0.079055925,-0.03448465,-0.014775675,-0.005808753999999998,NA,0.132557246
Eschweilera sagotiana,39.2410392530296,1-3,O,-5.406181000000001,-4.594665,-4.01413,-2.9849949999999996,-1.5693639999999993,TRUE,3.8368170000000017
Eschweilera sagotiana,39.2410392530296,1-3,gamma,-4.737928,-3.961085,-3.261595,-2.6275025000000003,-1.8474839999999992,NA,2.890444000000001
Eschweilera sagotiana,39.2410392530296,1-3,tau,-1.9802610000000003,-1.55232,-1.1923,-0.8519199999999999,-0.4452843999999997,TRUE,1.5349766000000007
Eschweilera sagotiana,39.2410392530296,3-10,a,-0.1012016,-0.06501290000000001,-0.03337275,-0.014345825,-0.005858206999999999,NA,0.095343393
Eschweilera sagotiana,39.2410392530296,3-10,O,-5.619227,-4.5131974999999995,-3.73752,-3.081905,-2.005256999999998,TRUE,3.6139700000000023
Eschweilera sagotiana,39.2410392530296,3-10,gamma,-6.588597,-5.8796124999999995,-5.142875,-4.3906575,-3.715846,NA,2.872751
Eschweilera sagotiana,39.2410392530296,3-10,tau,-0.5020784,-0.150942,0.24251050000000002,0.6205480000000001,0.9816003000000001,FALSE,1.4836787
Eschweilera sagotiana,39.2410392530296,10-25,a,-0.1321553,-0.09357755000000001,-0.06155985,-0.037287125,-0.01755138,NA,0.11460392
Eschweilera sagotiana,39.2410392530296,10-25,O,-2.117481,-1.6878650000000002,-1.219335,-0.6973659999999999,-0.31147869999999994,TRUE,1.8060023000000003
Eschweilera sagotiana,39.2410392530296,10-25,gamma,-7.007758,-6.41143,-5.74296,-5.0804925,-4.448243999999998,NA,2.559514000000002
Eschweilera sagotiana,39.2410392530296,10-25,tau,0.0027161699999999943,0.340747,0.6935485,1.0459675,1.3565350000000005,TRUE,1.3538188300000005
Eschweilera sagotiana,39.2410392530296,>25,a,-0.3817255,-0.29807649999999997,-0.22483750000000002,-0.16361124999999999,-0.11699099999999998,NA,0.2647345
Eschweilera sagotiana,39.2410392530296,>25,O,-0.792092,-0.6327605000000001,-0.43626,-0.23679625,-0.10055209999999994,TRUE,0.6915399000000001
Eschweilera sagotiana,39.2410392530296,>25,gamma,-5.40261,-4.839945,-4.20024,-3.5308849999999996,-2.906555,NA,2.496055
Eschweilera sagotiana,39.2410392530296,>25,tau,-0.08220153000000005,0.2501275,0.599653,0.946403,1.2415969999999998,FALSE,1.32379853
Eugenia brownsbergii,13.3453411605231,1-3,a,-0.1727717,-0.13051849999999998,-0.0932017,-0.06323197500000001,-0.03882639999999998,NA,0.13394530000000002
Eugenia brownsbergii,13.3453411605231,1-3,O,-6.764703999999999,-6.4516875,-5.9625,-5.4573225,-5.028983,TRUE,1.735720999999999
Eugenia brownsbergii,13.3453411605231,1-3,gamma,-8.192806,-7.522865,-6.7301,-5.9836175,-5.27267,NA,2.9201359999999994
Eugenia brownsbergii,13.3453411605231,1-3,tau,-0.31733250000000013,0.043005650000000006,0.448579,0.8565002500000001,1.2054460000000002,FALSE,1.5227785000000003
Eugenia brownsbergii,13.3453411605231,3-10,a,-0.2663045,-0.159755,-0.0810156,-0.035594825000000004,-0.013285709999999992,NA,0.25301879
Eugenia brownsbergii,13.3453411605231,3-10,O,-5.460091,-4.263055,-3.251705,-2.1936725,-1.1505559999999997,TRUE,4.309535
Eugenia brownsbergii,13.3453411605231,3-10,gamma,-11.15864,-9.103840000000002,-6.61974,-4.110402499999999,-1.5597269999999999,NA,9.598913
Eugenia brownsbergii,13.3453411605231,3-10,tau,-3.1960290000000007,-1.7811399999999997,-0.4334755,0.85125,1.904341,FALSE,5.100370000000001
Eugenia coffeifolia,16.3819873470112,1-3,a,-0.2593265,-0.20926025,-0.156992,-0.115813,-0.09006142999999998,NA,0.16926507000000002
Eugenia coffeifolia,16.3819873470112,1-3,O,-6.602663000000001,-6.1878875,-5.750254999999999,-5.4158625,-5.18102,TRUE,1.4216430000000004
Eugenia coffeifolia,16.3819873470112,1-3,gamma,-5.1976949999999995,-4.7880175,-4.30456,-3.8304875,-3.4039739999999994,NA,1.7937210000000001
Eugenia coffeifolia,16.3819873470112,1-3,tau,-0.6686589000000001,-0.44377849999999996,-0.193771,0.056077025,0.2778709,FALSE,0.9465298
Eugenia coffeifolia,16.3819873470112,3-10,a,-0.5348872,-0.36161675,-0.20909149999999999,-0.1145675,-0.05543974999999998,NA,0.47944745
Eugenia coffeifolia,16.3819873470112,3-10,O,-6.357412,-5.609045,-4.846745,-4.2516225,-3.797643,TRUE,2.559769
Eugenia coffeifolia,16.3819873470112,3-10,gamma,-21.02235,-18.478875,-15.7778,-13.4892,-11.46311,NA,9.559239999999999
Eugenia coffeifolia,16.3819873470112,3-10,tau,2.3373289999999995,3.3019225,4.456045,5.722109999999999,6.909396000000001,TRUE,4.572067000000001
Guarea costata,19.4426645828583,1-3,a,-0.06517375,-0.04708585,-0.0322643,-0.019129675000000002,-0.009325614999999995,NA,0.05584813500000001
Guarea costata,19.4426645828583,1-3,O,-6.766535999999999,-6.41812,-5.85566,-5.2574325,-4.683872,TRUE,2.0826639999999994
Guarea costata,19.4426645828583,1-3,gamma,-5.23353,-4.85396,-4.404345,-4.0097925,-3.6506920000000003,NA,1.5828379999999997
Guarea costata,19.4426645828583,1-3,tau,-0.42739330000000003,-0.23425225,-0.0139901,0.23394925,0.4390232,FALSE,0.8664165
Guarea costata,19.4426645828583,3-10,a,-0.08353173,-0.06782677499999999,-0.05385945,-0.0420587,-0.03306895,NA,0.05046278
Guarea costata,19.4426645828583,3-10,O,-6.834111,-6.5893525,-6.171125,-5.6614925,-5.224007,TRUE,1.6101039999999998
Guarea costata,19.4426645828583,3-10,gamma,-4.175407,-3.64673,-3.0664,-2.4795475,-1.9314949999999995,NA,2.2439120000000004
Guarea costata,19.4426645828583,3-10,tau,-1.131342,-0.83932175,-0.5091555000000001,-0.1862915,0.09245000000000005,FALSE,1.2237920000000002
Gustavia hexapetala,28.6774017428243,1-3,a,-0.060235729999999994,-0.03785215,-0.01976725,-0.00854188,-0.003479752999999999,NA,0.05675597699999999
Gustavia hexapetala,28.6774017428243,1-3,O,-6.080788,-5.189525,-4.200094999999999,-3.036745,-1.5806579999999995,FALSE,4.50013
Gustavia hexapetala,28.6774017428243,1-3,gamma,-4.637532,-4.17707,-3.656245,-3.1052675,-2.62118,NA,2.0163520000000004
Gustavia hexapetala,28.6774017428243,1-3,tau,-1.2896940000000001,-1.0186975,-0.726877,-0.44570675,-0.19855659999999986,TRUE,1.0911374000000003
Gustavia hexapetala,28.6774017428243,3-10,a,-0.1571111,-0.108462,-0.060778399999999996,-0.028991925,-0.012028449999999991,NA,0.14508265
Gustavia hexapetala,28.6774017428243,3-10,O,-3.8258650000000003,-3.2550825,-2.7592499999999998,-1.99472,-1.095923999999999,TRUE,2.729941000000001
Gustavia hexapetala,28.6774017428243,3-10,gamma,-5.679321000000001,-5.081755,-4.415075,-3.7295125000000002,-3.060569,NA,2.6187520000000006
Gustavia hexapetala,28.6774017428243,3-10,tau,-0.8815205,-0.52582575,-0.163277,0.18238474999999998,0.5075735,FALSE,1.389094
Gustavia hexapetala,28.6774017428243,10-25,a,-0.1313453,-0.09285299999999999,-0.052773299999999995,-0.022696474999999997,-0.007981969,NA,0.12336333099999999
Gustavia hexapetala,28.6774017428243,10-25,O,-3.931663000000001,-2.857665,-2.36256,-1.9795,-1.415466,TRUE,2.516197000000001
Gustavia hexapetala,28.6774017428243,10-25,gamma,-5.042862,-4.630817499999999,-4.17108,-3.7054775,-3.2763459999999998,NA,1.7665160000000006
Gustavia hexapetala,28.6774017428243,10-25,tau,-0.2292511,0.0052217800000000005,0.2590385,0.49483600000000005,0.7142894000000001,FALSE,0.9435405000000001
Hebepetalum humiriifolium,34.3993136936173,1-3,a,-0.2093661,-0.16114775,-0.11885699999999999,-0.0909288,-0.07363355,NA,0.13573255
Hebepetalum humiriifolium,34.3993136936173,1-3,O,-2.664175,-2.216055,-1.563725,-0.8413714999999999,-0.3730768,TRUE,2.2910982000000004
Hebepetalum humiriifolium,34.3993136936173,1-3,gamma,-4.144585,-3.422615,-2.593605,-1.75853,-0.9421234999999999,NA,3.2024615
Hebepetalum humiriifolium,34.3993136936173,1-3,tau,-2.0762840000000002,-1.6795225,-1.233345,-0.8272894999999999,-0.458888,TRUE,1.6173960000000003
Hebepetalum humiriifolium,34.3993136936173,3-10,a,-1.6132600000000001,-1.2654299999999998,-0.939972,-0.6276902499999999,-0.38966459999999997,NA,1.2235954000000002
Hebepetalum humiriifolium,34.3993136936173,3-10,O,-2.7806990000000003,-2.6628724999999998,-2.49808,-2.28111,-1.940894,TRUE,0.8398050000000004
Hebepetalum humiriifolium,34.3993136936173,3-10,gamma,-12.068299999999999,-10.454,-8.613534999999999,-6.783395,-5.134896999999999,NA,6.933403
Hebepetalum humiriifolium,34.3993136936173,3-10,tau,-0.5038457,0.355131,1.2635100000000001,2.1653575,2.978251,FALSE,3.4820967
Hebepetalum humiriifolium,34.3993136936173,10-25,a,-0.2544602,-0.187222,-0.1291465,-0.07994670000000001,-0.03788923999999995,NA,0.2165709600000001
Hebepetalum humiriifolium,34.3993136936173,10-25,O,-1.7382050000000002,-1.26783,-0.7872809999999999,-0.37992525,-0.14603979999999966,TRUE,1.5921652000000006
Hebepetalum humiriifolium,34.3993136936173,10-25,gamma,-4.111071,-2.8107625,-1.313045,0.3314335,1.821179000000001,NA,5.932250000000001
Hebepetalum humiriifolium,34.3993136936173,10-25,tau,-4.218616,-3.35675,-2.4421549999999996,-1.600275,-0.8946294999999994,TRUE,3.3239865000000006
Hebepetalum humiriifolium,34.3993136936173,>25,a,-1.1829610000000002,-0.834844,-0.5013259999999999,-0.2295795,-0.07841447999999991,NA,1.1045465200000002
Hebepetalum humiriifolium,34.3993136936173,>25,O,-2.154431,-1.5062200000000001,-1.221625,-1.0062125,-0.7887480999999998,TRUE,1.3656829000000004
Hebepetalum humiriifolium,34.3993136936173,>25,gamma,-1.5173780000000003,0.22810924999999999,2.2771150000000002,4.3745975,6.301984000000001,NA,7.819362000000002
Hebepetalum humiriifolium,34.3993136936173,>25,tau,-6.463043,-5.3642275,-4.166734999999999,-2.9966225,-2.006029,TRUE,4.457014
Hirtella araguariensis,17.2773261256232,1-3,a,-0.2413812,-0.16696525,-0.0895258,-0.03986205,-0.016306519999999984,NA,0.22507468
Hirtella araguariensis,17.2773261256232,1-3,O,-5.510027,-4.7665500000000005,-4.128135,-3.4095999999999997,-2.1933259999999994,TRUE,3.3167010000000006
Hirtella araguariensis,17.2773261256232,1-3,gamma,-9.456048,-8.601675,-7.611535,-6.6316275000000005,-5.697644999999999,NA,3.7584030000000004
Hirtella araguariensis,17.2773261256232,1-3,tau,-0.4006539000000002,0.09172804999999999,0.6211715,1.1248399999999998,1.5632760000000006,FALSE,1.9639299000000008
Hirtella araguariensis,17.2773261256232,3-10,a,-0.5731703,-0.3996175,-0.2309365,-0.11137275,-0.050731189999999975,NA,0.5224391100000001
Hirtella araguariensis,17.2773261256232,3-10,O,-5.84095,-4.9743675,-4.301735000000001,-3.88526,-3.517193,TRUE,2.3237570000000005
Hirtella araguariensis,17.2773261256232,3-10,gamma,-13.08723,-11.5588,-9.883125,-8.1602925,-6.6235479999999995,NA,6.463682
Hirtella araguariensis,17.2773261256232,3-10,tau,0.0287083,0.84710025,1.73228,2.5704749999999996,3.35393,TRUE,3.3252217
Hirtella bicornis,31.6351547605736,1-3,a,-0.09935324,-0.0716758,-0.04848945,-0.032383775000000004,-0.020038479999999997,NA,0.07931476
Hirtella bicornis,31.6351547605736,1-3,O,-3.322411,-2.7566224999999998,-1.973455,-1.0843150000000001,-0.47911769999999987,TRUE,2.8432933
Hirtella bicornis,31.6351547605736,1-3,gamma,-6.226814,-5.6512899999999995,-5.02178,-4.3988,-3.814903,NA,2.411911
Hirtella bicornis,31.6351547605736,1-3,tau,-0.6487636000000001,-0.34696825000000003,-0.02421545,0.29463075,0.5800528000000003,FALSE,1.2288164000000004
Hirtella bicornis,31.6351547605736,3-10,a,-0.3072872,-0.2177045,-0.13031199999999998,-0.06372817500000001,-0.030271919999999987,NA,0.27701528
Hirtella bicornis,31.6351547605736,3-10,O,-5.710127,-4.8199325,-4.2010749999999994,-3.798585,-3.3982769999999998,TRUE,2.31185
Hirtella bicornis,31.6351547605736,3-10,gamma,-6.104906999999999,-5.205142499999999,-4.185695,-3.1946575,-2.228274999999999,NA,3.876632
Hirtella bicornis,31.6351547605736,3-10,tau,-1.7644330000000001,-1.2212375,-0.6814910000000001,-0.1405165,0.33778590000000047,FALSE,2.1022189000000004
Hirtella bicornis,31.6351547605736,10-25,a,-0.6393310999999999,-0.4828855,-0.31972449999999997,-0.17142825,-0.07524865999999991,NA,0.56408244
Hirtella bicornis,31.6351547605736,10-25,O,-2.605475,-2.2888375,-2.03564,-1.7750325,-1.409598,TRUE,1.1958770000000003
Hirtella bicornis,31.6351547605736,10-25,gamma,-6.888577,-5.7043525,-4.303235,-2.85652,-1.5719939999999977,NA,5.316583000000002
Hirtella bicornis,31.6351547605736,10-25,tau,-2.236403,-1.540985,-0.754167,0.008251655,0.6493164000000006,FALSE,2.8857194000000006
Hirtella bicornis,31.6351547605736,>25,a,-0.3648851,-0.25448824999999997,-0.1659365,-0.1132375,-0.08176063999999997,NA,0.28312446
Hirtella bicornis,31.6351547605736,>25,O,-6.273411,-5.4484875,-4.303355,-3.3492900000000003,-2.7214009999999997,TRUE,3.5520100000000006
Hirtella bicornis,31.6351547605736,>25,gamma,2.9630159999999997,5.4814075,8.308525,11.429200000000002,14.423940000000002,NA,11.460924000000002
Hirtella bicornis,31.6351547605736,>25,tau,-10.50018,-8.7828375,-6.994994999999999,-5.3885274999999995,-4.017341999999999,TRUE,6.482838000000001
Homalolepis cedron,25.5870759858507,1-3,a,-0.0976966,-0.069510525,-0.04501495,-0.025641875,-0.012278709999999998,NA,0.08541789
Homalolepis cedron,25.5870759858507,1-3,O,-3.8485799999999997,-2.9536074999999995,-1.9712100000000001,-1.034735,-0.3992491999999999,TRUE,3.4493308
Homalolepis cedron,25.5870759858507,1-3,gamma,-5.285891,-4.414492500000001,-3.38846,-2.4008325,-1.3521049999999994,NA,3.933786000000001
Homalolepis cedron,25.5870759858507,1-3,tau,-2.469719,-1.922305,-1.390695,-0.8534112500000001,-0.39908489999999963,TRUE,2.0706341000000004
Homalolepis cedron,25.5870759858507,3-10,a,-0.09777385,-0.072899075,-0.05243025,-0.035059850000000004,-0.02156273,NA,0.07621112
Homalolepis cedron,25.5870759858507,3-10,O,-2.467519,-1.909885,-1.24386,-0.6361829999999999,-0.2728426999999999,TRUE,2.1946763
Homalolepis cedron,25.5870759858507,3-10,gamma,-2.8878080000000006,-2.2158724999999997,-1.42346,-0.63228375,0.08974579000000005,NA,2.977553790000001
Homalolepis cedron,25.5870759858507,3-10,tau,-2.504387,-2.12474,-1.7092399999999999,-1.2907925,-0.9386297999999997,TRUE,1.5657572000000002
Homalolepis cedron,25.5870759858507,10-25,a,-0.07354447,-0.058652775,-0.046560950000000004,-0.037491975000000004,-0.03042037,NA,0.0431241
Homalolepis cedron,25.5870759858507,10-25,O,-6.77608,-6.427312499999999,-5.8375699999999995,-5.123795,-4.530587,TRUE,2.2454930000000006
Homalolepis cedron,25.5870759858507,10-25,gamma,-5.308503,-4.81072,-4.26621,-3.70481,-3.189959,NA,2.118544
Homalolepis cedron,25.5870759858507,10-25,tau,-0.14636790000000005,0.12819225,0.4174555,0.6969375,0.9515501000000001,FALSE,1.0979180000000002
Hymenopus heteromorphus,34.1448799796178,1-3,a,-0.16562510000000003,-0.09122475,-0.04508025,-0.0212532,-0.01027767,NA,0.15534743000000004
Hymenopus heteromorphus,34.1448799796178,1-3,O,-4.207979,-3.96567,-3.48684,-2.486845,-1.2548489999999997,TRUE,2.9531300000000003
Hymenopus heteromorphus,34.1448799796178,1-3,gamma,-2.258716,-1.8622025000000002,-1.425775,-1.1488850000000002,-0.7713317999999996,NA,1.4873842000000006
Hymenopus heteromorphus,34.1448799796178,1-3,tau,-1.839027,-1.62891,-1.49125,-1.2558449999999999,-1.045081,TRUE,0.793946
Hymenopus heteromorphus,34.1448799796178,3-10,a,-0.13476059999999998,-0.09882715,-0.06438065,-0.039451225,-0.02501125,NA,0.10974934999999998
Hymenopus heteromorphus,34.1448799796178,3-10,O,-6.2347850000000005,-5.495705,-4.772065,-4.3013025,-4.000705,TRUE,2.2340800000000005
Hymenopus heteromorphus,34.1448799796178,3-10,gamma,-2.173854,-1.7155925,-1.18706,-0.63552275,-0.1354358999999999,NA,2.0384181
Hymenopus heteromorphus,34.1448799796178,3-10,tau,-2.0135439999999996,-1.7449,-1.44902,-1.1653875,-0.9201556999999998,TRUE,1.0933882999999998
Hymenopus heteromorphus,34.1448799796178,10-25,a,-0.11805070000000001,-0.07788955,-0.04339625,-0.022967475,-0.011997239999999998,NA,0.10605346000000002
Hymenopus heteromorphus,34.1448799796178,10-25,O,-5.833708000000001,-4.6901649999999995,-3.580125,-2.89659,-2.458868,TRUE,3.3748400000000007
Hymenopus heteromorphus,34.1448799796178,10-25,gamma,-2.80832,-2.1466175,-1.419225,-0.63038275,0.12812410000000043,NA,2.9364441000000006
Hymenopus heteromorphus,34.1448799796178,10-25,tau,-2.412212,-1.9791424999999998,-1.538795,-1.1353650000000002,-0.7746549999999999,TRUE,1.637557
Hymenopus heteromorphus,34.1448799796178,>25,a,-0.543392,-0.39293649999999997,-0.2343385,-0.11517475,-0.05914048,NA,0.48425152
Hymenopus heteromorphus,34.1448799796178,>25,O,-4.766805,-3.26823,-2.3781049999999997,-1.93022,-1.6792360000000002,TRUE,3.0875689999999993
Hymenopus heteromorphus,34.1448799796178,>25,gamma,-6.774821,-5.6032525,-4.2881,-2.90074,-1.671850999999998,NA,5.102970000000003
Hymenopus heteromorphus,34.1448799796178,>25,tau,-1.332711,-0.65644375,0.056943549999999996,0.7492485,1.347204,FALSE,2.6799150000000003
Inga loubryana,37.5403047318538,1-3,a,-0.07954648,-0.055893225,-0.03547405,-0.022559675,-0.014077339999999999,NA,0.06546914000000001
Inga loubryana,37.5403047318538,1-3,O,-3.619005,-3.12683,-2.33497,-1.3548799999999999,-0.5979561999999997,TRUE,3.0210488000000004
Inga loubryana,37.5403047318538,1-3,gamma,-3.54262,-3.13496,-2.688605,-2.234465,-1.825428,NA,1.7171919999999998
Inga loubryana,37.5403047318538,1-3,tau,-1.317698,-1.1094075,-0.8629325,-0.6347560000000001,-0.4227234999999999,TRUE,0.8949745000000001
Inga loubryana,37.5403047318538,3-10,a,-0.11490440000000002,-0.08068054999999999,-0.05393225,-0.03520717499999999,-0.021966069999999994,NA,0.09293833000000003
Inga loubryana,37.5403047318538,3-10,O,-2.7908480000000004,-2.3161699999999996,-1.646595,-0.925557,-0.41522139999999935,TRUE,2.3756266000000013
Inga loubryana,37.5403047318538,3-10,gamma,-4.151337,-3.5258975,-2.814715,-2.0832175,-1.416893,NA,2.734444
Inga loubryana,37.5403047318538,3-10,tau,-1.6110400000000002,-1.2549725,-0.881224,-0.4983985,-0.17241619999999996,TRUE,1.4386238000000002
Inga loubryana,37.5403047318538,10-25,a,-0.18028000000000002,-0.13544625,-0.09476145,-0.06175509999999999,-0.036285599999999994,NA,0.14399440000000002
Inga loubryana,37.5403047318538,10-25,O,-1.732785,-1.381995,-0.9653805,-0.52632475,-0.2299026999999999,TRUE,1.5028823
Inga loubryana,37.5403047318538,10-25,gamma,-4.037201,-3.2540225,-2.39247,-1.5068074999999999,-0.7150173999999998,NA,3.3221836
Inga loubryana,37.5403047318538,10-25,tau,-2.188632,-1.73668,-1.26097,-0.7864574999999999,-0.3585197999999995,TRUE,1.8301122000000007
Inga loubryana,37.5403047318538,>25,a,-0.39846970000000004,-0.23872125,-0.1136715,-0.043027525,-0.017130379999999997,NA,0.38133932000000004
Inga loubryana,37.5403047318538,>25,O,-4.518908,-2.7454775000000002,-1.763175,-1.2646875,-0.8626005999999999,TRUE,3.6563073999999998
Inga loubryana,37.5403047318538,>25,gamma,-6.223058,-5.1348275,-3.96564,-2.769065,-1.6132859999999996,NA,4.609772
Inga loubryana,37.5403047318538,>25,tau,-1.5531960000000002,-0.9409687499999999,-0.2751015,0.34340824999999997,0.9085367000000003,FALSE,2.4617327000000007
Iryanthera hostmannii,39.449120849691,1-3,a,-0.04130307000000001,-0.0252645,-0.01245075,-0.005409385,-0.002003759,NA,0.03929931100000001
Iryanthera hostmannii,39.449120849691,1-3,O,-5.880292,-4.95706,-4.17082,-3.09229,-1.594353,FALSE,4.285939
Iryanthera hostmannii,39.449120849691,1-3,gamma,-7.337961,-7.0800725,-6.79097,-6.4917324999999995,-6.265783999999999,NA,1.0721770000000008
Iryanthera hostmannii,39.449120849691,1-3,tau,1.25498,1.3694425,1.521285,1.66634,1.8027460000000002,TRUE,0.5477660000000002
Iryanthera hostmannii,39.449120849691,3-10,a,-0.06989120000000001,-0.0462875,-0.02765285,-0.0144361,-0.005986631999999996,NA,0.06390456800000002
Iryanthera hostmannii,39.449120849691,3-10,O,-3.675615,-2.8041425,-1.997755,-1.1056275,-0.48228429999999983,TRUE,3.1933307
Iryanthera hostmannii,39.449120849691,3-10,gamma,-8.796611,-8.3199425,-7.79243,-7.269315,-6.803652,NA,1.9929590000000008
Iryanthera hostmannii,39.449120849691,3-10,tau,1.3674250000000001,1.602645,1.86819,2.13088,2.36827,TRUE,1.0008449999999998
Iryanthera hostmannii,39.449120849691,10-25,a,-0.07634852,-0.054828850000000005,-0.035274349999999996,-0.018701975000000003,-0.00713238399999999,NA,0.06921613600000001
Iryanthera hostmannii,39.449120849691,10-25,O,-2.4297440000000012,-1.7721175,-1.222295,-0.6520965000000001,-0.28749059999999993,TRUE,2.1422534000000013
